Id,RoomNumber,Description,AdultsCapacity,ChildrenCapacity,Type,Amenities,HotelId,Image,BasePrice
34d55af6-baf9-449a-830b-05d982b36244,967,Nice normal room,10,8,2,387266,71f6858f-ed07-468c-9dce-f38ea0d35ef4,room00c77a18-9e69-4e8a-a42c-13315350bd15,274
7c869cf4-4ee1-44af-9280-dd7d1b1f95d0,499,Nice normal room,9,1,0,11740640,103abf57-f4d4-4299-9ae0-9cb1950dad1a,room3088f21a-aff7-4287-a7c9-6623609b77cc,2086
98400f93-99a4-40e8-9dd9-0dcb108a2ccd,917,Nice normal room,2,8,1,15167297,096f432c-ee3f-4283-88ab-4e541d31f48a,roomda8ea6cd-e482-4906-b257-fa0b3afc66c5,2032
ccc665c3-aae3-41c5-9fe3-67905cc2d4da,97,Nice normal room,8,1,1,7470611,e0d9aef3-0690-4f86-b4ae-a9ccbfd28531,roomec947c5a-24d0-4ae0-888f-672ab2cb7bdd,769
0b8f39b9-8d58-44c9-b98a-2677dabc9978,158,Nice normal room,7,3,2,10870920,efaacd4c-25e9-4a04-9de1-564601a16d3b,rooma3ff5a52-ef3f-43c8-b7c4-307a418921d8,556
49b125d7-a857-49fb-b1ec-c4e46e240756,619,Nice normal room,3,10,1,7677292,db52ddc9-7066-488e-bf0a-e78be17ee768,room022d4562-9d84-4b50-913a-b958d5d76406,2091
9e0edee3-c051-460e-99a3-9c65757cd3a7,360,Nice normal room,10,2,0,8011937,8c63080a-d73e-4367-aca6-c3113754ea35,room7c6f22b2-0a1a-4afc-aeb7-7fa981b882da,1467
4b4a7f5d-e8a3-401b-a1ef-8fea69c31064,512,Nice normal room,3,10,2,10760482,096f432c-ee3f-4283-88ab-4e541d31f48a,roomefd7f211-0ba5-4d90-8a89-bb50f506a424,475
cb2066ed-edfb-49d6-8c7d-a74002c1fa69,199,Nice normal room,3,7,0,4877559,006a50cd-1db1-40ab-85f5-54843be1ac01,room7fa5900f-5018-48bd-8800-bfe22b184313,2180
1c263f2b-da71-4d62-8c8b-7271cf5fb1ba,59,Nice normal room,4,5,2,9413546,fea5b473-4873-4bff-91f1-eda96b0b14af,room2cab9906-b83a-4bab-8e7b-97c26298a026,252
2b783e60-eb6e-47e2-bc2a-1fbd4a638dae,383,Nice normal room,8,1,1,14051528,763677b5-5c5c-480c-96da-94342f07e546,roomad3c03e8-c764-4ba2-987a-a81abc8a667a,2488
f8baee4a-daab-412a-9a97-9c0f17989054,863,Nice normal room,5,9,0,11816009,40213f52-0959-453b-8a4d-58d727d1f60e,room45cacfa1-3a21-4f92-8247-32b06bd3cf33,2276
eb3b625d-1dc1-4a53-be3b-7b7706001c4e,889,Nice normal room,9,4,2,191073,a97e19fe-1f75-4ed7-9e01-0806f58ae458,room864d1a42-6128-4327-b805-e1cbbc4bfef5,1641
b245b686-4bf6-48ae-91f8-e8883905edcb,273,Nice normal room,2,6,1,8873728,f25dac1a-45de-48a1-98b6-e13934b6c1c9,room682984c7-cbe7-4dd8-a19d-1881ea4e3963,2233
3cbede97-eb63-4dc9-abb1-e455d18656a4,606,Nice normal room,8,3,1,10133376,560145e4-f351-4449-b361-9bdd89f0a729,room584e8bdc-5942-48bc-80c7-8bdfcd49042e,1645
012ad1ad-72fd-4855-80a4-f6fef50cddd0,46,Nice normal room,4,7,1,5427194,1c885ce6-afb4-4bf1-8982-fffd82e703b6,room3fe5a09a-045d-4d31-a5bc-bc32613327a8,134
417079e2-136c-4bb8-a2dc-94af73918c5d,959,Nice normal room,6,4,0,1461135,f60b6b5c-2780-487d-8ca8-7ff86e319069,roomf68fdd68-dcd6-4ad7-83e4-33f9e9717c42,477
3f7a2d98-0286-42b5-b255-671b9fc6032e,201,Nice normal room,5,4,1,14850688,c8402250-eb80-4e9f-a71b-86cbb47c8165,roomad205852-43b2-4af1-8b27-0e66dcb4e337,187
d35b2e7b-6a52-46f3-a8a1-2163af05f541,416,Nice normal room,2,8,0,6823384,efaacd4c-25e9-4a04-9de1-564601a16d3b,roombbf37ddf-91d0-4f62-ba0c-2c38aa948614,2171
17051f63-2107-4542-8157-332f7a09cb9e,889,Nice normal room,5,1,1,11276399,61875cd2-fef1-4a3f-bd4c-e1ac33180fa5,room33b6365e-248f-4431-8469-53619b1f06a4,1626
a185322a-438d-44c8-bd52-dceb55fe3a15,259,Nice normal room,3,2,0,5295982,61875cd2-fef1-4a3f-bd4c-e1ac33180fa5,room1cf110bf-654b-4738-bc68-92a49d762dd8,741
39f3552b-844f-40ac-b524-1e37fcc5e790,741,Nice normal room,6,10,1,15156429,8312dcf2-46ce-4646-aea6-7e0724e2a47e,room03b04691-5e38-48e8-a0b0-764dc12e272b,417
5ba91c4f-467b-47d3-a67c-5806b905155e,793,Nice normal room,9,4,1,13883548,01d8bc35-c2bf-48c6-bce8-f10eb7668418,roomb79fb0b6-f54d-4612-b57f-7591e593310a,616
87ec9d95-0c76-4d51-8531-22c0c32f3b52,718,Nice normal room,9,9,0,2168710,27800019-e5e2-47b2-9aed-456b458f2f25,roombfeb5bec-4d6e-4a1e-b9a5-38c84860f042,1799
36204111-924e-48c2-a3e9-c1892e57f1f3,647,Nice normal room,6,1,2,9081008,40213f52-0959-453b-8a4d-58d727d1f60e,room0795964d-e150-4276-b0e2-aaad33521105,1780
0cecd826-675a-40dd-9496-5d92b4713a9b,87,Nice normal room,7,1,0,14251823,c8402250-eb80-4e9f-a71b-86cbb47c8165,room047f5ec4-5e75-4773-9bf9-a61c4eae499e,2437
730138fa-13e3-4e00-aafb-686fca21a12b,214,Nice normal room,9,8,0,3614006,e0d9aef3-0690-4f86-b4ae-a9ccbfd28531,room308af9c4-0425-4f22-9e07-400ae0715e77,2487
1b474f0e-829a-4433-b8d9-2321ce808f79,219,Nice normal room,2,3,0,9762597,c38a848e-04e5-4dbb-8bdd-20b4d4d08ba7,room05cb6682-8652-4fc8-a7d9-8529079c3a1e,1008
164809e8-6ca1-4411-9e69-d42ea58fa48f,319,Nice normal room,5,8,1,4896947,831b3f41-978c-4cca-acc5-cc6ebb82a904,room4d06e45c-45e2-43d2-8f92-c6f61dccc4f2,458
e2f50410-9075-4687-918d-c1146a98a66c,593,Nice normal room,9,2,1,6655828,b9bd8223-3e17-4c28-90fd-0be610e89278,roomd16a9165-4e9c-4edf-942f-e640800d3fd7,1051
9ca487a2-2933-41a7-acfb-97683b2abea6,232,Nice normal room,5,7,0,14593875,9dfb1d02-cd7f-45aa-a6ac-1c992c3f5058,roomb08482af-185a-4208-8ac8-d164b36f0a00,711
31920a3b-59ec-4519-a2a9-d23db867aa11,448,Nice normal room,10,9,0,1942608,2536b731-13c5-4551-a950-bc9df8cce83f,room83ccd1b2-cffa-4a29-a136-c0f57886ec3e,605
1e9cd6dc-1216-457f-8c8a-4bdce3e53834,686,Nice normal room,5,5,0,9775864,e0d9aef3-0690-4f86-b4ae-a9ccbfd28531,rooma7c52bee-7eef-4948-83d1-e1a781e88f34,2174
ecbf1e3b-d893-4f94-8ab0-a8c475ad7d03,816,Nice normal room,2,2,2,2156115,3f778229-889a-4dfe-9a03-8f41fd09e839,room8ab07307-1d9b-4fb0-a691-e6e695eb5883,514
2c306da4-109d-43e9-8c0e-40d833a7263b,33,Nice normal room,6,7,2,6818219,6a1d7d9c-dd4d-46cf-89ae-b75934113c20,room2e9b6c8b-d7e7-426f-92bf-5cca93d8ea20,2152
688e8ef0-cd31-4f89-91ad-d6f073e90fdf,628,Nice normal room,3,2,2,1240065,560145e4-f351-4449-b361-9bdd89f0a729,room7a1451de-8c3b-410a-ab01-add7863b3ead,2113
37b6d7b6-0f26-44ab-a9bc-648c77b91fa3,895,Nice normal room,6,7,2,16362275,013f6e57-2e66-4780-b02b-24530f0027fe,roomab0c0f1c-cfbb-479e-a7bc-9f11f7b09360,2051
f704ba2b-e5ce-43d0-bacb-f84982f3d7f1,344,Nice normal room,5,10,0,13063872,9f68cf47-1ee8-4a24-ad61-2d41bbae5329,room46b910de-f923-4725-8585-04b43fad6255,1545
d00a7a3a-e891-4af7-b400-c29862430218,858,Nice normal room,5,3,1,4543948,2aa87254-1db1-44c2-8345-8940c0db6be3,room16411de2-f1dd-4a86-a95a-b8dfa654f4f3,2277
9932801f-095c-4b4b-b3b5-8fbdcf543ba4,991,Nice normal room,10,7,0,16447308,76636304-6ace-46c8-bfd9-3ec303293065,room7d928c20-cf30-4b9e-a8dc-e419b8235376,1837
2b830c6f-81b4-4801-beb6-4d20f04245d6,624,Nice normal room,5,4,1,7214218,cf91ec9d-92a6-4bf8-8d9e-2bc24c45a4d4,roomb4315299-41b2-44bb-888b-ad731b0bca17,36
1e342ad4-6220-4c70-9693-bb39a35432c7,882,Nice normal room,1,3,1,66166,1c885ce6-afb4-4bf1-8982-fffd82e703b6,room71105f10-0041-451f-b449-86077cbd49ec,1495
7262e0e1-b483-4de7-8e1f-09d4f7ce05ae,36,Nice normal room,10,1,2,797434,3e8dedd4-03dc-44cd-95fd-1652478c3028,roomc2f3947c-8281-4351-bf13-ba9ad9dda299,855
c01387be-0ef8-42c0-8431-a912ee2034d0,922,Nice normal room,10,7,2,13664366,efaacd4c-25e9-4a04-9de1-564601a16d3b,room0ad65a8a-85b3-48f6-8103-2af80d8656f1,905
5587b740-fd4e-4334-aea2-df0c87148c43,580,Nice normal room,8,4,0,16369924,efaacd4c-25e9-4a04-9de1-564601a16d3b,roombf6defef-25e7-4d25-a66a-889bf0f5ece6,599
e70bf464-81be-4a83-8c7a-485eb02c7bbe,722,Nice normal room,4,8,1,16722265,42aecf96-6718-4491-ad1d-5255e72f1042,room5ad73d8e-0c65-41ab-a065-628c280e7b9b,416
17b0bb1d-8e70-4fee-87f1-d9c3d3fdd8c5,471,Nice normal room,9,10,2,12943141,3e8dedd4-03dc-44cd-95fd-1652478c3028,room571bbe83-382b-43e0-a34a-82ba47f4fe64,1846
6da01c98-eccd-46ea-a952-3c23ee11635c,921,Nice normal room,1,9,0,8101872,5a68f434-24e8-46a1-a84e-7b1b775c5dbd,room1e52a381-fffc-4c5f-b1c4-ae26ebd73ac7,1744
871982ae-e8a0-47c8-a4f2-1bf544b7ff63,363,Nice normal room,6,2,2,8382672,cf91ec9d-92a6-4bf8-8d9e-2bc24c45a4d4,room42664691-8b0b-4051-b8bd-0137e60b040d,1862
c257cae0-640e-40a8-b3f9-319d0878e77a,481,Nice normal room,3,2,2,4053616,96a6a001-3e42-48a5-81aa-71e51f5da843,room77c58042-272f-426b-bb9e-abacfa86ba7e,252
1114fd5c-6c5f-4ff6-a757-de5f5f9e8a36,6,Nice normal room,9,7,1,1176505,b284c6d1-94f5-4a92-97ae-ab9ef5dc8fef,roomdc3ac1c9-bb20-44fc-b1ea-9b0295fe2ce8,212
db7db654-cc43-4f01-bcad-9742851b4e85,791,Nice normal room,5,4,2,12604215,b284c6d1-94f5-4a92-97ae-ab9ef5dc8fef,room8e694e49-5040-4ebe-a39e-192150d66cda,258
9174ea4f-6124-4f42-a89a-79ce96e05c64,383,Nice normal room,6,8,0,12726253,b9e658c5-230d-4dcb-90c7-b67db06264b4,roome3adc0fb-04a2-4679-bdfa-f30e12023dbb,2163
41826740-e6f5-43b1-a003-139c8d58a89b,648,Nice normal room,4,10,2,13212092,3edb0d15-5b1c-47a4-a305-c4fa2bb7c894,room5c663144-6cd3-4a31-acb2-24680b02d2d0,1092
bd264b94-998b-411a-8445-8e844a721894,321,Nice normal room,1,1,1,15141634,013f6e57-2e66-4780-b02b-24530f0027fe,roomeedca853-a288-422d-8a40-17aa72532d89,1214
03e13504-402d-441c-8728-ea6f987cdb20,349,Nice normal room,2,7,1,2052959,02405f5d-c46a-4438-a506-2d649f5d4190,room36a7bad3-df45-450b-82f0-e6be337ccad9,798
dae325bd-e060-4afa-a1ce-8787844ca273,439,Nice normal room,6,4,1,5799758,013f6e57-2e66-4780-b02b-24530f0027fe,room40c78465-e985-4faf-9b97-253d30d1ddc7,1044
12bde8c0-79f8-44a3-8e43-92b818387602,636,Nice normal room,6,8,1,14573131,e972cab3-8fbe-4da0-916a-0f400a7038fe,room4bfb1cb5-dbe5-41f7-9ce2-c214b5ded775,170
69583db6-f190-41bb-a195-f4b571739eef,542,Nice normal room,1,8,2,3660735,763677b5-5c5c-480c-96da-94342f07e546,roomb8fcfed2-4ad0-43f8-89a5-748d8b270e8c,2195
e005b0e5-62c9-4d56-ba1f-11584876f7ea,149,Nice normal room,4,8,2,14961925,3f778229-889a-4dfe-9a03-8f41fd09e839,room7a0a6d43-f5f5-4cd0-a58a-90c90b908fd0,707
bd0127e1-d04c-4c50-b63f-8f5bf80fccd7,740,Nice normal room,9,3,2,7766300,763677b5-5c5c-480c-96da-94342f07e546,room524d23b9-5244-43f0-b073-bebaf112dc2a,232
3f86f2e1-9b6c-46ce-8964-ea972e7acdf4,292,Nice normal room,3,4,0,11987775,53ace8ab-823c-45d6-bab4-d1eaf942cd9b,roomf74c4c7c-bd0a-46eb-9b7f-27c4a93b88a7,1556
17418357-211a-4935-91f7-044ef9bf7c5e,640,Nice normal room,10,3,1,2307775,7872673b-06f8-4dad-8ac7-ff778a01082a,room99ea89c5-ae37-4e5a-9242-79ec3365dad2,2151
4cc85c5a-01e0-432a-8d3c-6724baf7331c,617,Nice normal room,3,4,2,15669033,44226e16-6e16-452f-ba80-1a2095f9b582,room7a905408-a0a7-42c8-861d-a92a9e6f7e21,1715
5ae1abbb-c577-4215-83d3-00cbacef0cdf,832,Nice normal room,4,10,0,11094026,22677b81-c448-4dcb-8251-513a281e3418,roome7f5f56b-7a2a-4f4a-9d89-57448007c31c,1011
6369e14a-535d-4220-b09f-13ff26f19714,436,Nice normal room,3,2,2,15437403,53ace8ab-823c-45d6-bab4-d1eaf942cd9b,rooma1a518b9-164f-457a-90fb-eea0e3a56afe,1434
3decd60a-6fbb-4d42-9239-9bdcd20cafca,828,Nice normal room,6,5,1,13774500,133f7304-84f4-43e9-b6df-4a2a700eac42,room32eec6e0-754c-4153-a209-910415d3e793,1134
0a9983ad-9787-4d93-8c18-8b33e8881b45,32,Nice normal room,6,3,1,14885234,fea5b473-4873-4bff-91f1-eda96b0b14af,roomdb7c2be5-4f29-499a-bbf2-16cea15169dd,1423
11063354-9d56-4fd3-9977-5feb09da6151,737,Nice normal room,7,10,0,14707653,133f7304-84f4-43e9-b6df-4a2a700eac42,room2710d520-e04d-413c-a22e-2e1ee59f030c,131
29898921-91d2-4c13-bd34-1308b08f9b2b,230,Nice normal room,10,3,1,12944806,c8402250-eb80-4e9f-a71b-86cbb47c8165,room62a3508c-1cfc-4f2d-9931-6420e046d79d,945
6ba57874-1c45-4720-b5c4-b7908fa4c55f,687,Nice normal room,6,7,1,11436922,560145e4-f351-4449-b361-9bdd89f0a729,roomed163c2c-62b3-4c21-b11f-469ce7a9fcbc,2327
5fe75481-5372-42df-ac73-fb37abb3276d,539,Nice normal room,1,5,2,8596284,76636304-6ace-46c8-bfd9-3ec303293065,roomf297308a-87a8-4791-9d54-8dbf3cc8141a,7
f16dcce0-c572-4b48-90ae-f6b2aa97c0e5,524,Nice normal room,9,7,1,12094133,71f6858f-ed07-468c-9dce-f38ea0d35ef4,room915fdc28-8e31-461f-9b63-5ce370dbd509,7
ee91bc83-1288-4033-8872-a7e9678a81ac,256,Nice normal room,1,3,2,11554460,c8402250-eb80-4e9f-a71b-86cbb47c8165,roomb2408195-153e-47da-b9d3-95563fb2f066,1275
693b2887-6e43-43a2-b3c7-ed2a8cbcb53e,277,Nice normal room,5,9,2,2105218,f60b6b5c-2780-487d-8ca8-7ff86e319069,room26d8e1cc-156a-4df4-b559-b34a860894d5,1037
e38beab5-94fe-475d-b782-cf31f5849123,775,Nice normal room,9,10,0,11485405,2aa87254-1db1-44c2-8345-8940c0db6be3,roome9793c1d-4f50-4e14-9e3e-b9ed1c2e40e1,855
636754e8-6ad7-4f5f-905a-0052f6ab2779,572,Nice normal room,3,6,1,4210531,44226e16-6e16-452f-ba80-1a2095f9b582,room07020ca3-5dda-41fc-afa4-b7cbb9eee970,1819
6754c875-6edb-4a56-abe5-7575273371a0,192,Nice normal room,8,9,0,14977205,831b3f41-978c-4cca-acc5-cc6ebb82a904,room3dad5011-b80c-4aa7-a720-703fc6ce17ea,547
65d57596-e6b4-4b6f-9d79-1213253c7516,675,Nice normal room,4,10,1,11467502,96a6a001-3e42-48a5-81aa-71e51f5da843,room2a3db3a6-b25b-4bb8-8d61-b0f4778fc5b3,2164
32c67e21-137e-467c-87ea-48484858a056,772,Nice normal room,3,5,2,2511471,efaacd4c-25e9-4a04-9de1-564601a16d3b,roomfe121c7e-7089-4bcf-891c-537500239b2d,215
ad277c36-8243-4041-81a2-6649dcd261d6,451,Nice normal room,2,7,1,8690179,006a50cd-1db1-40ab-85f5-54843be1ac01,room6dd452fe-9a11-471e-b402-8e872b795dac,787
1b9e49e5-43d8-4339-aebe-18d58971cb4f,923,Nice normal room,7,2,0,2980911,44226e16-6e16-452f-ba80-1a2095f9b582,room008eace5-b1eb-40c2-9187-4f67a78121f7,1169
a70e7d92-d569-415c-978c-ff40ee2f3023,808,Nice normal room,10,7,2,1237442,133f7304-84f4-43e9-b6df-4a2a700eac42,roomb943c667-d639-4fb4-9ce0-25ac0e63bf23,1168
3bf90069-a158-422d-bea5-db958bf6df12,91,Nice normal room,9,6,1,4487377,d594ce88-36d3-424a-a077-a8337f88dddb,room7ad9739e-8679-4499-a5f3-2577a9a1e10d,1570
876a5d9a-6399-45b5-b6e4-9ccebec1109b,763,Nice normal room,5,1,0,15818433,3e8dedd4-03dc-44cd-95fd-1652478c3028,roomc0e1fadb-6928-4ab6-aadb-9d28b5cd4b45,2137
eefcfcfa-d143-4f44-952a-04042feadf43,711,Nice normal room,2,2,2,4101203,82e9852f-76ea-4c3f-ad54-372f596b4a40,room0cecc94a-48e5-4e1c-a203-14b7b9c32a15,1215
068f405f-771f-4a50-bf6f-284e763fa5a0,234,Nice normal room,9,10,1,10199159,fea5b473-4873-4bff-91f1-eda96b0b14af,room59ffa86b-a89c-4604-ad87-9bfbaead8719,2123
538e3628-eb17-4481-baaf-3a2909b84544,953,Nice normal room,6,5,0,1924122,02405f5d-c46a-4438-a506-2d649f5d4190,roomc9a80888-4c75-4138-b976-de0117975223,1093
1f5fbe81-a12b-4e6f-aed2-8d9d4754710c,141,Nice normal room,1,4,2,11031142,b9bd8223-3e17-4c28-90fd-0be610e89278,room71e766ef-b393-4f92-8eb1-642403b4b9b8,599
1e87aaf7-03b4-4986-9a4f-3f986a56c64d,445,Nice normal room,4,10,2,15736310,b9bd8223-3e17-4c28-90fd-0be610e89278,room26f1dece-7cd8-4ebc-9471-659c042e0fe2,1053
a97e1617-77c1-4402-acb2-c030f731e22d,502,Nice normal room,9,8,0,12740009,b098f45e-6bca-4563-b87a-3ffa5290c8ad,room00254b5f-7392-42f9-801d-09d78ed04b52,2465
f79e9bbc-e7dc-4c50-9192-decf271698a8,32,Nice normal room,3,9,2,10513018,76636304-6ace-46c8-bfd9-3ec303293065,rooma1877655-8669-4eea-a2e7-75b4a494f54b,2209
a21e57eb-9b36-405a-9e05-855a776a520e,73,Nice normal room,10,6,2,305326,e0d9aef3-0690-4f86-b4ae-a9ccbfd28531,room20d7b0d0-b18c-405d-a162-e5140324ef32,977
25a5a7c4-9920-4440-b7ee-0d82533bf991,630,Nice normal room,5,3,1,3958055,914b111a-f0cd-4d55-8df0-36811337df45,room333fea55-6991-47a4-91da-38a8fee3e69e,2294
aea4ec6a-7743-46ed-9e58-2e6ba73d91c9,71,Nice normal room,10,1,0,10481221,53ace8ab-823c-45d6-bab4-d1eaf942cd9b,room5471ec57-9abc-493d-a604-8ff45acf6826,1264
f4f9ca21-ccaa-4ae9-9a51-0427076d6cfc,945,Nice normal room,3,1,1,13414821,c38a848e-04e5-4dbb-8bdd-20b4d4d08ba7,room460a3840-cb67-4132-a217-e98a109f13fc,1972
f16307ec-4adf-463e-9854-7895c08ea27f,346,Nice normal room,7,7,2,5682544,6d6be0d3-9eb9-424f-b5f1-4116b3e51d6f,room1747f2c9-4697-4058-8338-469aab474e68,1629
b24e22d1-d2c0-4a11-8aa8-78359e88df1f,772,Nice normal room,9,5,1,8632014,f60b6b5c-2780-487d-8ca8-7ff86e319069,room83c5d3c0-6fcc-486d-b351-f9ed24f22e0e,2442
047d7e28-43d5-4a42-afe8-af5669baba0e,53,Nice normal room,5,7,1,12185204,42aecf96-6718-4491-ad1d-5255e72f1042,roomc747338d-ef80-4750-b3f3-6605bfa9500e,2180
c023ad5c-c59b-46a8-92f8-7a868ccd19b0,157,Nice normal room,2,5,2,11359619,53ace8ab-823c-45d6-bab4-d1eaf942cd9b,room827804d4-1634-4038-9b9d-a6bc5c19f11d,58
ee188e78-2983-4d85-835f-807315c27353,901,Nice normal room,3,8,2,4579568,f632c5c1-dacb-4359-a353-a020c422af52,room13a98891-69b3-4b8d-a847-a1caec50a176,2054
76b2f307-c24a-4ca6-813d-00e7121b94c8,836,Nice normal room,3,4,0,12879280,c8402250-eb80-4e9f-a71b-86cbb47c8165,room929a50c1-db21-429a-b7bd-d65e866ee7ad,963
cb28dbec-c113-41bf-a876-c700387563fb,421,Nice normal room,6,9,0,6137360,01d8bc35-c2bf-48c6-bce8-f10eb7668418,room82da6760-aef1-430b-ab99-011735dd8491,1599
94bbcf93-8c3d-447c-b174-af138bcf7e7c,977,Nice normal room,10,3,2,2006110,3e8dedd4-03dc-44cd-95fd-1652478c3028,roomad032071-c03a-4ce7-a70f-1dc27be4592d,398
e704ae6e-b552-4ab0-89d1-971159d31228,795,Nice normal room,9,9,0,7848863,8312dcf2-46ce-4646-aea6-7e0724e2a47e,room2807ccb5-2bfb-4d84-87f0-ab4b186ec575,870
defea909-e8e0-4e5f-89c1-ba322bd8ba24,785,Nice normal room,1,4,2,12486359,efaacd4c-25e9-4a04-9de1-564601a16d3b,room5535d941-1182-40b1-945f-7bfd4d4f1dcf,1215
84344bc7-9852-45f7-9d52-6500c24d7257,936,Nice normal room,9,8,0,8399017,53ace8ab-823c-45d6-bab4-d1eaf942cd9b,room6d799a5b-dc85-4043-9184-5c47c0f9b0e4,704
f386f3b8-7654-49e4-aa9b-bf30fa254e4f,898,Nice normal room,1,9,2,178240,3f778229-889a-4dfe-9a03-8f41fd09e839,room44f5b23e-ede8-4a33-b7ac-4fad2ae4ec6a,2054
c691b9b6-b139-4c68-b1bc-7387015781c2,254,Nice normal room,6,4,0,7724495,02405f5d-c46a-4438-a506-2d649f5d4190,room35cd86f9-3568-4426-bb7a-45a29f427ada,264
2ae1047a-8787-4891-9fa9-e773a88c9d9f,648,Nice normal room,2,4,1,11176168,e0d9aef3-0690-4f86-b4ae-a9ccbfd28531,room16a34b04-f516-4446-ad5d-5ea5f8c98765,1372
a09faff2-bdf3-49c6-9905-0754599855c6,773,Nice normal room,3,8,2,2697643,f60b6b5c-2780-487d-8ca8-7ff86e319069,roomd0790d9e-c2ff-48a6-be23-9cc465cbd174,393
3ba9d975-8e63-476e-8e59-480242a19a57,381,Nice normal room,7,1,1,9048369,0826f59b-55bd-4145-9b3d-672352f6fe26,room1b035127-f370-4824-b96f-c894b84c6196,1600
48eb77e4-57e6-46ac-96c8-453b4aa10c32,172,Nice normal room,5,10,1,6718396,1c885ce6-afb4-4bf1-8982-fffd82e703b6,room041e9694-b2bc-43b6-ab3c-091d4f4b344c,753
e8399963-ede2-4436-b873-f7c37d30090b,96,Nice normal room,10,7,0,4767969,9f68cf47-1ee8-4a24-ad61-2d41bbae5329,room741272db-dcf9-4582-b37e-652fd6c006f1,1579
